2021-01-23 16:47:44,936 INFO [dump-all-ok] mall-oms.yaml+DEFAULT_GROUP, 1611235638000, length=635, md5=091a258daad47fa0959ef31e64f92456
2021-01-25 22:35:23,519 INFO [dump-all-ok] mall-pms.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=850ba2b2045311157a2803ec8701f5a5

2021-01-25 22:35:23,521 INFO [dump-all-ok] mall-sms.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=ea0544a9200f8f48f06f44e490f3fa5e

2021-01-25 22:35:23,523 INFO [dump-all-ok] mall-ums.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=5ab438bc0c098755b67d3e90e2a09b36

2021-01-25 22:35:23,525 INFO [dump-all-ok] youlai-admin.yaml+DEFAULT_GROUP, 1611392268000, length=810, md5=f004427a5e9b594dee1635e98bb64501

2021-01-25 22:35:23,532 INFO [dump-all-ok] youlai-auth.yaml+DEFAULT_GROUP, 1611392268000, length=605, md5=846833d73d87a1cc002d0f703232867e

2021-01-25 22:35:23,540 INFO [dump-all-ok] youlai-gateway.yaml+DEFAULT_GROUP, 1611392268000, length=1482, md5=13f027e61a5326530eef15e83f720d09

2021-01-25 22:35:23,549 INFO [dump-all-ok] mall-oms.yaml+DEFAULT_GROUP, 1611495340000, length=664, md5=3fa226f19123710d66596a2cef578f51

2021-01-25 22:35:23,551 INFO [dump-all-ok] mall-pms.yaml+DEFAULT_GROUP, 1611495379000, length=664, md5=e6c60a0644f89b45bd4f0193ce1e8e4c

2021-01-25 22:35:23,553 INFO [dump-all-ok] mall-sms.yaml+DEFAULT_GROUP, 1611495393000, length=664, md5=e65dfc46bded8de5b16ed7398b4c105b

2021-01-25 22:35:23,555 INFO [dump-all-ok] mall-ums.yaml+DEFAULT_GROUP, 1611495415000, length=664, md5=e8c6900d81a82a4dc4a45d65c87fa0a9

2021-01-25 22:35:23,557 INFO [dump-all-ok] youlai-admin.yaml+DEFAULT_GROUP, 1611495461000, length=839, md5=166603a3a8813622b3dc523b0a73dd6b

2021-01-25 22:35:23,570 INFO [dump-all-ok] youlai-auth.yaml+DEFAULT_GROUP, 1611495483000, length=634, md5=ff006cc8208ed6e9d6c4a077716ee371

2021-01-25 22:35:23,576 INFO [dump-all-ok] youlai-gateway.yaml+DEFAULT_GROUP, 1611495141000, length=1482, md5=13f027e61a5326530eef15e83f720d09

2021-01-25 22:35:23,584 INFO [dump-all-ok] mall-gateway.yaml+DEFAULT_GROUP, 1611540096000, length=1703, md5=6674a72ecb450a1bd9db83296036095c

2021-01-26 11:41:13,918 INFO [dump-all-ok] mall-oms.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=091a258daad47fa0959ef31e64f92456

2021-01-26 11:41:13,939 INFO [dump-all-ok] mall-pms.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=850ba2b2045311157a2803ec8701f5a5

2021-01-26 11:41:13,940 INFO [dump-all-ok] mall-sms.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=ea0544a9200f8f48f06f44e490f3fa5e

2021-01-26 11:41:13,941 INFO [dump-all-ok] mall-ums.yaml+DEFAULT_GROUP, 1611392268000, length=635, md5=5ab438bc0c098755b67d3e90e2a09b36

2021-01-26 11:41:13,942 INFO [dump-all-ok] youlai-admin.yaml+DEFAULT_GROUP, 1611392268000, length=810, md5=f004427a5e9b594dee1635e98bb64501

2021-01-26 11:41:13,943 INFO [dump-all-ok] youlai-auth.yaml+DEFAULT_GROUP, 1611392268000, length=605, md5=846833d73d87a1cc002d0f703232867e

2021-01-26 11:41:13,944 INFO [dump-all-ok] youlai-gateway.yaml+DEFAULT_GROUP, 1611392268000, length=1482, md5=13f027e61a5326530eef15e83f720d09

2021-01-26 11:41:13,946 INFO [dump-all-ok] mall-oms.yaml+DEFAULT_GROUP, 1611495340000, length=664, md5=3fa226f19123710d66596a2cef578f51

2021-01-26 11:41:13,947 INFO [dump-all-ok] mall-pms.yaml+DEFAULT_GROUP, 1611495379000, length=664, md5=e6c60a0644f89b45bd4f0193ce1e8e4c

2021-01-26 11:41:13,948 INFO [dump-all-ok] mall-sms.yaml+DEFAULT_GROUP, 1611495393000, length=664, md5=e65dfc46bded8de5b16ed7398b4c105b

2021-01-26 11:41:13,949 INFO [dump-all-ok] mall-ums.yaml+DEFAULT_GROUP, 1611495415000, length=664, md5=e8c6900d81a82a4dc4a45d65c87fa0a9

2021-01-26 11:41:13,950 INFO [dump-all-ok] youlai-admin.yaml+DEFAULT_GROUP, 1611495461000, length=839, md5=166603a3a8813622b3dc523b0a73dd6b

2021-01-26 11:41:13,951 INFO [dump-all-ok] youlai-auth.yaml+DEFAULT_GROUP, 1611495483000, length=634, md5=ff006cc8208ed6e9d6c4a077716ee371

2021-01-26 11:41:13,952 INFO [dump-all-ok] youlai-gateway.yaml+DEFAULT_GROUP, 1611495141000, length=1482, md5=13f027e61a5326530eef15e83f720d09

2021-01-26 11:41:13,953 INFO [dump-all-ok] mall-gateway.yaml+DEFAULT_GROUP, 1611540096000, length=1703, md5=6674a72ecb450a1bd9db83296036095c

